Game Title,Console,Genre,Publisher,Developer,Critic Score,Sales,North American Sales,Japanese Sales,EU Sales,Other Sales,Release Year,Publisher Freq,Developer Freq,Decade,NA Share,EU Share,JP Share,Other Share,Is Recent,Game Quality,Game Quality Encoded
Red Dead Redemption 2,XOne,Action-Adventure,Rockstar Games,Rockstar Games,0.6779878278666451,0.2834645669291339,0.3852459016393442,0.0,0.149238578680203,0.173076923076923,2018,0.0882070949185043,0.002283105022831,2010,1.3590619307832417,0.5264805414551604,0.0,0.6105769230769227,1,Medium,1
Destiny,PS4,Shooter,Activision,Bungie,0.6779878278666451,0.2829724409448819,0.2592213114754098,0.0751173708920187,0.216243654822335,0.3012820512820512,2014,1.0,0.0342465753424657,2010,0.9160655737704916,0.7641862723460604,0.2654582567870991,1.064704570791527,0,Medium,1
Tekken 2,PS,Fighting,Namco,Namco,0.8999999999999999,0.281988188976378,0.2315573770491803,0.6384976525821596,0.1918781725888324,0.0737179487179487,1996,0.1668264621284755,0.2579908675799086,1990,0.8211598432180354,0.6804475509607458,2.264270907586297,0.261422114825256,0,High,2
LEGO Star Wars: The Complete Saga,Wii,Action,LucasArts,Traveller's Tales,0.7777777777777777,0.2780511811023622,0.3657786885245901,0.0,0.1593908629441624,0.1666666666666666,2007,0.1313518696069031,0.3447488584474886,2000,1.3155084868707383,0.5732428911549345,0.0,0.5994100294985248,0,High,2
Cooking Mama,DS,Simulation,Majesco,Office Create,0.6222222222222222,0.2780511811023622,0.3165983606557377,0.0328638497652582,0.1949238578680203,0.1858974358974358,2006,0.2166826462128475,0.0091324200913242,2000,1.1386333961990425,0.7010358923678182,0.118193526943371,0.668572725209893,0,Medium,1
Assassin's Creed II,PS3,Action,Ubisoft,Ubisoft Montreal,0.8888888888888888,0.2736220472440945,0.2602459016393442,0.0985915492957746,0.1979695431472081,0.2756410256410256,2009,0.969319271332694,0.3904109589041096,2000,0.951114518221488,0.7235145893437533,0.3603201945485862,1.0073787124146834,0,High,2
Assassin's Creed,X360,Action,Ubisoft,Ubisoft Montreal,0.7999999999999998,0.2726377952755906,0.3360655737704918,0.0328638497652582,0.166497461928934,0.1794871794871795,2007,0.969319271332694,0.3904109589041096,2000,1.2326448481979049,0.6106910516960177,0.1205403298249181,0.6583356475053225,0,High,2
Batman: Arkham City,PS3,Action,Warner Bros. Interactive,Rocksteady Studios,0.9555555555555556,0.2721456692913386,0.2786885245901639,0.0516431924882629,0.1918781725888324,0.2628205128205128,2011,0.1198465963566634,0.0251141552511415,2010,1.0240417395428807,0.7050568656428706,0.1897630508791143,0.9657346872536744,0,High,2
Forza Motorsport 3,X360,Racing,Microsoft Game Studios,Turn 10 Studios,0.911111111111111,0.2701771653543308,0.3063524590163934,0.0469483568075117,0.1928934010152284,0.1634615384615384,2009,0.087248322147651,0.0091324200913242,2000,1.1338947116963776,0.7139515316264918,0.1737687814806261,0.6050161132128341,0,High,2
Call of Duty: World at War,PS3,Shooter,Activision,Treyarch,0.8222222222222222,0.2667322834645669,0.2817622950819672,0.0,0.1868020304568527,0.2692307692307692,2008,1.0,0.1255707762557077,2000,1.0563486782408809,0.7003352876168353,0.0,1.0093670167470905,0,High,2
Minecraft,XOne,Misc,Microsoft Studios,Mojang,0.6779878278666451,0.2667322834645669,0.3309426229508196,0.0,0.1736040609137056,0.157051282051282,2014,0.0383509108341323,0.0045662100456621,2010,1.240729538442925,0.6508550770786896,0.0,0.5887974264358027,0,Medium,1
